fips,slaves,urbanicity,prison_rate,blackpop,prison_type,unemp,mhi,pm,rentburd,gini,singpar
29043,4.170460753961027,small/mid,488.03,0.8272093461465988,No Prison,4.2,54044,10.349727083227922,29.5,41.3,8.626682986536109
29045,3.8942143101677504,rural,668.9,0.6450071667462972,No Prison,7.2,43225,10.095777295114376,20.5,43.5,7.24881995954147
29047,26.529985410427702,suburban,502.89,6.531832797427653,No Prison,4.6,65106,10.754463634187204,26.5,38.4,8.38501612503101
29049,14.576962283384301,suburban,899.38,1.5988930740256746,No Prison,4.9,59655,9.683471937061922,24.8,39.9,8.095637583892618
29051,10.17840569248221,small/mid,729.44,13.596611631828697,Has State,4,56393,9.881211738303458,24.5,41.9,8.772189349112427
29053,21.894445724821388,rural,1333.45,9.351577479518912,Has State,5.8,46632,9.676526430908677,27.4,38.6,7.703978422117331
29055,3.125536664949339,rural,1524.07,0.6475667189952904,No Prison,6,38491,9.349058485638105,30.4,42.6,8.44434409573267
29057,4.892533936651584,rural,501.75,1.0034904013961605,No Prison,5.1,38516,9.783188254384841,30.9,40.1,5.590256089943786
29059,1.9348268839103868,small/mid,895.46,0.5835597142569675,No Prison,6.3,37780,9.639314526121842,23.7,48.9,7.512437810945273
29061,3.7268373932958565,rural,1476.62,0.7178014766201805,No Prison,4.6,43135,9.399931700275747,25.5,44.8,6.796727501573317
29063,2.622511485451761,small/mid,1196.39,16.376975169300227,Has State,4.7,44429,9.362488084329867,24.5,39.5,6.859410430839002
29065,2.7591085956844714,rural,1325.98,0.7001166861143524,No Prison,5.8,36808,9.124977540878488,27.8,43.7,7.723169508525577
29067,0,rural,744.48,0.5678233438485805,No Prison,6.8,32979,9.578348780861944,30.8,47.5,6.806383387810036
29071,8.85264030964888,suburban,557.68,1.131984221741956,No Prison,5.1,50438,10.101455737283123,27,40.2,8.026899413363857
29073,0.8708605477254497,rural,563.47,0.6518616727433433,No Prison,4.3,47717,9.498251610092346,32.7,39.9,7.2273537514179225
29075,0.9849749582637729,rural,226.02,0.6027122049221497,No Prison,4.2,43811,9.219118802303264,25,45.1,6.91663633054241
29077,12.64978006977097,small/mid,867.12,3.822077326889426,Has Federal,4.2,43885,10.524850452263749,30.8,45.3,8.078970764058493
29079,3.6135412704450367,rural,1150.4,1.0319742852309255,No Prison,4.2,38763,9.295657624999999,29,44.1,7.279780921953447
29081,0.2352719744024092,rural,1080,0.58,No Prison,5.1,38005,9.149771923491743,26.5,39.7,6.779661016949152
29083,12.619095884857085,rural,1628.79,1.4621212121212122,No Prison,5.5,42455,9.5923905618872,28.8,43.4,8.288623672396803
29085,4.1445270988310305,rural,710.8,0.710804224207961,No Prison,6.7,31320,9.486558407159306,35.7,41.1,5.855279979544874
29087,4.717557251908397,rural,943.4,0.5283018867924528,No Prison,3.6,42845,9.305674434090909,25,43,6.079570853822084
29089,36.91207826414148,rural,816.26,6.037270907130756,No Prison,4.9,44634,9.62005680551181,28.8,41.4,8.159541188738269
29091,1.1360050489113285,rural,625.69,0.6541258684435055,No Prison,6.4,36604,9.584813921919167,30,45.4,8.42026825633383
29093,5.3577541937692565,rural,1245.07,1.702127659574468,No Prison,7.9,33415,9.159550483290731,27.3,45.4,9.578270192994996
29095,17.212935887923887,urban,647.97,24.11368349451525,No Prison,5.9,48364,10.989928500722371,30.7,43.9,11.239832666150946
29097,4.867063780328345,small/mid,662.81,2.5724823141840902,No Prison,4.3,43724,10.398871222185024,29.3,43.8,9.545542354872984
29099,5.452436194895592,suburban,488.86,1.2120683055889443,No Prison,4.9,58747,10.85389992108513,28,36.6,9.470062518356901
29101,12.947282163343349,rural,626.04,5.709240729841083,No Prison,5.4,44109,9.784591236972284,30.6,41.3,8.052843193566915
29103,3.2542683625529962,rural,433.28,0.9532062391681109,No Prison,3.9,40356,9.654311841644368,21.4,39.2,5.527638190954774
29105,5.8857583944423,rural,1366.07,1.0029953707905963,No Prison,6.4,40741,9.536239229335061,31.1,45.4,8.59717868338558
29107,31.7145984675092,suburban,2041.02,2.761946514686541,No Prison,4.9,50325,9.933593088226456,28.8,41.3,8.298193969289521
29109,3.2104906172281256,rural,1121.96,0.501027749229188,No Prison,4.9,41619,10.057138019839726,25.6,43,7.871462264150944
29111,10.410223018069347,rural,310.41,3.8957007605152882,No Prison,4.9,45592,10.014040626286386,20.7,43.1,7.937310414560161
29113,19.985925404644618,suburban,620.17,2.25262806607709,No Prison,5.2,54584,10.453282082166536,31.5,36.3,10.071474983755685
29115,6.332309043020193,rural,801.85,1.2775210655069311,No Prison,7,39618,9.408899684243764,27.6,43.1,7.828681762331051
29117,8.156936766886881,rural,2098.65,4.612762330883136,Has State,4.3,40808,9.407768081430847,24.8,44.7,7.670850767085077
29119,1.7830609212481425,small/mid,676.97,1.9967177242888403,No Prison,4.8,37939,10.259379894514584,26.3,44.2,9.552569949463823
29121,4.600585529067336,rural,742.79,3.0044345898004434,No Prison,5.3,41080,9.552011791655936,27.5,42.7,7.47577295800646
29123,8.24505649717514,rural,869.68,0.6983792331005403,No Prison,5.9,35745,9.31475373917626,32.2,42.2,7.832731904054341
29125,1.305855947765762,rural,503.14,1.0062893081761006,No Prison,5.3,43970,9.429985998687089,26.1,40.3,7.41687979539642
29127,16.015500583926105,rural,1184.34,5.669481302774427,No Prison,4.5,41297,10.15724800146326,27.3,44.1,9.705403939996385
29129,0.25806451612903225,rural,1464.53,0.5491990846681922,No Prison,4.5,43244,9.123233727079459,23.8,40.4,6.75
29131,3.493834409864944,rural,1270.94,0.616214134411708,No Prison,6,40077,9.631310910321488,29.9,41,8.466178371391642
29133,20.78616999382589,rural,1380.3,27.82685512367491,Has State,5.8,33283,10.1085355731853,30.2,48.3,12.613784135240572
29135,7.358751481627815,small/mid,725.42,5.999411822370356,Has State,4.9,50525,9.705752703406684,26.7,39.6,8.78494010268112
29137,20.432871153195805,rural,659.3,3.4128369206903235,No Prison,5.2,44048,9.671200534024335,23.9,40.3,6.5098468271334795
29139,16.947931673183785,rural,1487.93,2.2459292532285233,No Prison,5,41470,9.742374434200805,31.7,38.2,7.74869109947644
29141,7.912704218483296,rural,1232.55,1.258403723495949,No Prison,6.8,39219,9.555348301626056,31,43.1,6.21656050955414
29143,31.42907675981606,rural,2019.13,16.631243358129648,No Prison,6.2,36386,10.099039112193823,28.6,46.3,11.375255623721882
29145,4.571305934113102,small/mid,432.66,1.1583328769374008,No Prison,4.6,46125,10.292665319580204,27.8,43.5,7.845084409136048
29147,2.418126428027418,rural,457.93,3.9137867871534984,Has State,4.9,44119,9.223835146706715,32.6,43.4,5.55419021872696
29149,0.8640744433366567,rural,361.12,0.6437431307897629,No Prison,6.3,33573,9.546889126136886,34.7,47.3,7.0138400187661265
29151,3.2491432922959764,small/mid,425.97,0.4835367257655998,No Prison,3.8,55962,9.520224192032908,20.6,39,6.25761885412434
29153,1.7572537801389458,rural,972.87,0.5425631431244153,No Prison,8,31838,9.686693431761785,33.9,45.8,5.518987341772152
29155,9.047940580688724,rural,1861.75,26.4147465437788,No Prison,9.1,29621,9.891288808016185,30.7,51,14.945894334818588
29157,8.095968448729185,rural,677.91,0.6696428571428571,No Prison,4.2,47226,9.783168731855051,27.7,39.6,7.053881807647741
29159,20.038330494037478,rural,1100.33,3.5017285602765695,No Prison,5.3,42137,9.679825699053373,31.1,41.4,9.09558067831449
29161,1.4700735036751837,rural,1118.99,2.980650747660439,No Prison,5.3,40676,9.423310948377022,29.9,45,8.117069438245233
29163,22.017701037085303,rural,1338.83,9.7002357696194,Has State,4.6,43007,9.957128473942069,25,41.1,8.525809951945435
29165,18.05449591280654,suburban,547.77,7.307232748320221,No Prison,4.2,72548,10.63914621881943,26.8,37.8,7.835234647175353
29167,5.122561280640321,small/mid,836.65,1.3708986442215614,No Prison,5.3,41326,9.828533499017238,31.4,41.6,7.542603609962691
29169,1.4602346805736637,rural,669.88,13.320279287867468,No Prison,5.9,46756,9.464109841631151,26.5,37.9,9.618104667609618
29171,0.33670033670033667,rural,1135.56,0.39034776437189495,No Prison,4,37286,9.300090237942124,30.7,43.9,6.822262118491921
29173,20.844972067039105,rural,1124.13,1.6941101963267893,No Prison,4.3,51015,9.941934291723868,27.1,36.8,6.7987152034261245
29175,22.95958621898834,rural,1562.69,7.161819717630023,Has State,6,39976,9.60483759000315,29.7,41.3,9.772801391455593
29177,14.525972182798752,suburban,877.91,1.6323731138545954,No Prison,5.5,54361,9.898586448552642,28.5,39.1,7.686148919135308
29179,1.1976047904191618,rural,926.64,1.5701415701415704,No Prison,7,34076,9.104652750823107,31.1,42.6,6.431459022418229
29181,2.0816653322658127,rural,884.12,1.0491571378050217,No Prison,8,34069,9.61873808336887,30.5,47.5,7.440915805022157
29183,13.1997821218907,suburban,456.57,5.073880071925572,No Prison,3.9,74009,11.512329186587007,26.6,34.9,8.010780716681586
29185,8.426306517909572,rural,1338.47,1.0084341767510085,No Prison,7,35128,9.502609350665429,28.7,44.1,6.856435643564357
29186,7.684643168514136,rural,937.77,1.1481156879929886,No Prison,5.4,52806,9.865943434849996,29.2,38.3,7.16671727907683
29187,12.0982204441992,rural,1521.29,6.424739094016707,Has State,6.1,41222,9.584770392866995,28.9,42.6,9.835040638676478
29189,2.2810774495601605,suburban,477.8,24.867061140345616,Has State,4.6,61569,12.334980026030204,29.7,45,8.937652110251488
29195,33.172324647935234,rural,1904.44,6.465604879701796,No Prison,4.8,41958,9.671030203899793,26.7,41.6,9.284525790349418
29197,0.5823503061072122,rural,372.86,0.41014168530947054,No Prison,5.8,37851,9.51047470639072,19.5,47.9,6.608695652173912
29199,1.4763890454186859,rural,645.39,0.39440659734671923,No Prison,4.6,41324,9.71824463080735,22.5,47.2,6.256572029442692
29201,9.586430341147324,rural,1156.05,12.222222222222221,No Prison,5.2,40285,10.248193220351093,28.4,43.8,10.994496352233456
29203,0.5691768826619965,rural,452.85,0.9056900964756842,No Prison,8.2,28171,9.200753809563459,29.5,46.9,7.622777945164207
29205,9.91644980139707,rural,738.11,0.9841443411700382,No Prison,4.7,41696,9.695947428097346,23.1,44,6.9216757741347905
29207,2.7294655325631587,rural,1112.9,1.2311827956989247,No Prison,6.6,38773,10.079639698749247,26.5,45.4,7.783488063660478
29209,0.6666666666666667,rural,853.99,0.5878112349581324,No Prison,7.9,42186,10.267927919294294,30.9,44.9,6.039587210285908
29211,1.1089367253750815,rural,780.86,2.9974811083123427,No Prison,5.9,41405,9.359774893505325,21,42.3,8.17094017094017
29213,2.2930648769574944,rural,969.03,1.6853932584269662,No Prison,8.1,39320,10.266707843999535,28.6,44.8,7.482361678425548
29215,0.9230262073512444,rural,681.25,5.75,Has State,6.7,34935,9.314731210410217,33.3,46.7,8.136063126466198
29217,2.804123711340206,rural,796.29,1.291070738306919,No Prison,5.1,40186,9.830422264242772,28.2,42.6,8.548832538287723
29219,11.698155899988686,suburban,1336.68,2.607005735412618,No Prison,4.8,51933,10.15476533353884,29.4,42.2,8.1437125748503
29221,10.572868456237787,rural,1384.43,3.559950556242274,Has State,6.7,37986,9.347367690963376,28.2,45.5,9.969069712110397
29223,4.636702789127732,rural,975.19,0.8147142328107642,No Prison,5.9,32566,9.295197360086284,31.8,46.1,7.962529274004685
29225,3.0990280321171997,small/mid,684.67,1.6287476079098449,Has State,5.1,43418,9.76796614012105,27.8,40.5,8.028537884945361
29229,1.4640638864241349,rural,1031.59,0.8946503560343254,No Prison,6.3,32634,9.48776682468503,27.1,45.1,8.261544979522666
31019,0,rural,495.02,1.405116221866929,No Prison,2.4,55813,8.087227313403842,27.5,40.3,7.576898932831136
31021,0,rural,236.47,0.7619548081975828,No Prison,3.6,49792,8.91824355469322,23.4,39.8,6.085578446909667
31023,0,rural,408.5,0.8374183006535948,No Prison,2.8,55542,8.653943961653685,26.1,37.1,5.166374781085814
31025,0,small/mid,246.65,0.7707960781895542,No Prison,3.3,66519,9.462417900214167,25.7,35.7,7.291780373321689
31027,0,rural,141.64,0.2630513961958721,No Prison,2.4,56092,8.141084325536506,23.3,40.4,4.002208114821971
31039,0,rural,133.54,0.38153376573826786,No Prison,2.6,56995,8.762419711597374,23.5,40.5,4.968314321926489
31041,0,rural,187.88,0.7515265382808831,No Prison,2.2,51014,7.236872597212033,23.9,42.2,4.931620389556569
31043,0,small/mid,381.03,4.191290824261276,No Prison,3.5,49093,9.020600118069863,23.5,38.5,11.416490486257928
31051,0,small/mid,202.25,0.6356544351343543,No Prison,3.3,52152,8.410640984286191,24.4,38.3,5.760464152507253
31053,0,rural,447.23,1.1762075134168157,No Prison,3.3,48969,9.195498594397376,24.9,39.3,7.72535162474884
31055,0,small/mid,481.99,11.5003808073115,Has State,3.3,58405,10.026409108852318,29.1,44.5,9.453110420760288
31063,0,rural,NA,0.3052503052503053,No Prison,2.4,50700,7.156713,20.1,44.1,5.285234899328859
31067,0,rural,600.38,0.6904315196998124,No Prison,3.6,50746,8.949921638344815,23.9,38.8,6.623014169171318
31083,1.0548523206751055,rural,NA,0.3540718259989884,No Prison,2.1,47844,7.645307,20.3,39.9,4.1953663118346904
31093,0,small/mid,185.33,0.7148530579825259,No Prison,3.7,52464,7.791954271210677,26.1,39.1,6.677140612725845
31095,0,rural,705.05,0.7990599294947122,No Prison,2.7,46812,8.745537208663498,22,44.8,5.245250921463
31097,0,rural,202.6,8.94356005788712,Has State,3.3,47382,8.996762478026213,22.1,40.4,5.087440381558029
31107,0,rural,315.92,0.6529064869418703,No Prison,3.2,45566,7.707859121184089,21.3,41.9,5.457885069535555
31109,0,small/mid,488.19,4.451024289256397,Has State,2.6,54422,9.308482610976695,29.7,41.8,7.77117969088691
31121,0,small/mid,351.38,0.5580818520049607,No Prison,3.7,51219,8.216599202468183,23.4,38.2,6.980367715799314
31127,0,rural,404.59,1.9554956169925826,No Prison,3.7,52034,9.181931420681062,24.2,40.7,6.399737446668855
31131,0.23747328425552128,rural,352,1.02495082306657,No Prison,3.3,53015,9.229676524826754,25.8,39.2,6.32013201320132
31133,0,rural,334.67,0.9370816599732262,No Prison,2.6,43646,8.926067,23.9,44.5,4.854368932038835
31143,0,rural,318.07,0.34987277353689566,No Prison,2.5,61965,8.46989232731335,20.2,38.5,3.8955289951305887
31147,0,rural,422.21,0.654422630356766,No Prison,3.2,44648,9.167529012447636,20.9,41.7,7.538191835712498
31151,0,rural,272.15,1.1321576311778794,No Prison,2.9,55850,8.753894547975907,21.9,39.6,7.748650732459522
31153,0,small/mid,187.32,4.631902106513802,No Prison,2.8,73856,9.990210090795607,25.8,35.1,8.587021599963157
31155,0,small/mid,330.57,0.6534440344403444,No Prison,3.1,61025,9.081815263915733,22.1,37.4,5.708188850360096
31159,0,small/mid,266.06,0.7706422018348624,No Prison,2.9,62455,8.738759803873513,23.4,39.5,5.521370364210877
31169,0,rural,481.6,0.7223942208462332,No Prison,2.4,48947,8.452858234263715,20.4,42.5,5.037386855568673
31177,0,small/mid,205.75,0.9021128432381103,No Prison,3,68435,9.3777918594129,23.1,37.6,6.311239193083573
32007,0,rural,614.9,1.296189376443418,Has State,5.1,76518,6.105818562798933,21.8,38.4,7.545727224607422
32015,0,rural,212.71,0.904014889657006,No Prison,6.7,76713,5.481749,23.4,38,8.400806795966822
32027,0,rural,792.63,5.719794344473008,Has State,6.9,54416,5.736513,24.3,41.9,8.297704082623154
32033,0,rural,1024.15,7.0009171507184345,Has State,5.4,54975,5.546322269790308,23.2,43.2,8.533441651528934
33001,0,rural,385.08,0.7262295505647016,No Prison,3.3,63377,7.695889919293759,28.3,40.3,9.168095696181354
33003,0,rural,189.28,0.6400991121205863,No Prison,3.5,54351,7.1144727465924085,31,42.8,7.893507706679122
33005,0,rural,223,0.9232815617542349,No Prison,3.2,60339,7.836917081744611,31.9,42.4,7.95297605012295
33007,0,rural,339.19,1.2325625836040512,Has State,4.3,40286,6.778468558834266,28.9,39.5,8.999789724539147
33009,0,rural,271.81,1.485017236807213,No Prison,2.7,57827,7.416054696162274,28.1,44.3,7.729899188591099
33011,0,small/mid,285.23,2.453147955710037,Has State,3.6,73474,8.576813234871016,29.7,40.2,8.590353963982611
33013,0,rural,749.35,1.5694598068817074,Has State,3.1,68148,8.12917915914326,29.4,41.2,8.667545459470196
33015,0,suburban,8.27,0.9206499048694204,No Prison,3.6,87103,8.856113816870133,28.5,40,7.001495138587846
33017,0,suburban,280.79,1.365770379854887,No Prison,3.1,60931,8.343200767492599,31.3,41.2,8.513181486154458
33019,0,rural,356.45,0.8641175199827177,No Prison,2.7,53804,7.794400386272798,29.2,40.3,9.68107403840707
34001,0,small/mid,861.91,15.694177466360761,No Prison,9.6,53296,8.820724704408132,35.3,44.1,11.291296556023063
34003,0,suburban,151.84,5.952289499276742,No Prison,4.7,88512,10.611061639089263,30.5,47.2,5.830940605222411
34005,0,suburban,271.2,17.88342754212511,No Prison,5.4,74844,10.372718148288753,31.8,39.7,7.697688564476886
34007,0,suburban,794.65,19.47225101039047,No Prison,6.5,63589,10.730336798942881,33.2,43.4,11.310084332559065
34009,0,small/mid,904.61,5.18013699823959,No Prison,11.1,55632,8.445157659181127,34.7,45.7,10.66717482902454
34011,0,small/mid,600.26,21.76199289092565,No Prison,8.8,50259,9.088364801745461,35.3,43.3,13.314063590152497
34013,0,urban,581.22,40.58872101923316,Has State,6.9,52206,10.755542257581904,33.5,52.1,13.697459069977945
34015,0,suburban,184.51,10.744360786645277,No Prison,6.1,76780,10.247400315378556,34.5,39.2,9.275083243069764
34017,0,urban,325.18,11.418512237825158,No Prison,5.4,60053,11.533864105563712,29,48.4,11.577315000418526
34019,0.011885659951268793,suburban,100.52,2.892552210212625,Has State,4.2,102797,9.406994463545736,30.6,43.7,4.533465928744379
34021,0,small/mid,491.52,20.424732298166383,Has State,5,72172,10.088566035217033,31.7,47.2,9.75144004463549
34023,0.002872572676088705,suburban,293.97,10.339992864787726,Has State,5.2,78249,9.994491310535297,29.6,39.8,7.772853924590941
34025,0,suburban,282.83,7.369816680013839,No Prison,5.2,86722,9.18794292171,34.3,45.3,7.131371464139982
34027,0.0028837558035585548,suburban,104.94,3.5915685737749796,No Prison,4.4,101754,9.087042114124003,27.9,44.8,5.272505719113911
34029,0,suburban,245.16,3.6862503303091696,No Prison,6.2,63478,8.847267360076463,37.8,42.7,6.274598404916292
34031,0.0068934615517181955,suburban,449.55,11.311742463869917,No Prison,7.1,55723,10.0673433330321,37.5,45.7,10.794679293479954
34033,0,suburban,626.27,13.96252063307117,No Prison,7.4,63988,9.784297098459254,35.7,39.9,7.422326805727276
34035,0.04080337307884119,suburban,163.01,9.779644179535808,No Prison,4.6,99059,9.592700187767651,28.2,44.9,5.718313582096128
34037,0,suburban,158.28,2.2005241790431165,No Prison,5.5,84431,8.365649516064499,34.7,38.3,6.656939631588546
34039,0,urban,478.48,22.092079606975958,Has Federal,6,70581,10.59893215924442,33.2,47.4,10.177853774355512
34041,0.003517040059086273,small/mid,207.88,4.460987428892478,No Prison,5.4,71672,9.510248269458373,30.5,39.6,7.7261291763654745
35007,0,rural,NA,1.1179956896551724,No Prison,6,37269,5.2055293188629355,30,43.1,10.908601844970834
35013,0,small/mid,NA,1.911843573799481,Has State,7.3,39421,9.625360917234211,32.5,45.3,11.607300041077401
35047,0,rural,NA,2.2007426823940586,No Prison,7.6,32303,5.467655701693756,39.4,46.6,16.537708585811504
35049,0,small/mid,NA,1.0899646613019969,Has State,5.3,55247,6.242396777510419,30.3,48.9,9.7571568849611
35057,0,small/mid,NA,1.900261411622763,No Prison,9,35950,5.853995704144918,34,44.3,11.413559429105437
36001,0,small/mid,826.79,13.197105753140539,No Prison,4.3,57312,8.792215425196463,29.3,44,9.898154042011457
36003,0,rural,240.8,1.964939318050472,No Prison,6.5,44331,7.9045401748469395,31.9,41.2,7.742004953160332
36007,0,small/mid,557.07,5.956765288437732,No Prison,6,46067,8.507025270392342,33,44.8,9.604303202670954
36009,0,rural,383.76,1.7821623033493401,No Prison,6.3,40933,8.116375518860863,29.2,40.9,10.73964314379206
36011,0,rural,620.84,5.487322857418297,Has State,5.3,51925,8.517661536151808,27.4,39.6,9.723901011514727
36013,0,rural,301,2.9223203175919887,Has State,6,43973,8.582877583860206,31.2,43.5,9.753270409008113
36015,0,small/mid,584.35,7.87169406719085,Has State,5.9,51285,8.400011911769674,32,44.7,11.850317830126269
36017,0,rural,454.6,1.1606912561258704,No Prison,5.5,49082,7.826437129312735,28.6,41.2,11.353182024970934
36019,0,rural,732.51,5.299078110483813,Has State,5.8,46747,7.679459496185439,31.9,42.3,9.362536559425685
36021,0,rural,366.31,5.548065426979726,Has State,4,58335,8.18558972675371,29.7,44.8,9.22650840751731
36023,0,rural,469.05,2.1678342704230436,No Prison,5.9,49894,8.10805028089297,27.2,40.9,9.731618054785406
36025,0,rural,436.82,2.1806424984522255,No Prison,6,42907,7.286187939666883,31.2,42.5,10.509721492380452
36027,0,suburban,345.13,11.211135826359312,Has State,4.5,71348,8.86932952117622,33.3,40.9,8.718620986519008
36029,0,urban,420.07,13.639618001569541,Has State,5.3,52176,9.510978334545895,30,45.8,9.654394794796909
36031,0,rural,387.74,3.8087160224564807,No Prison,6,52282,6.927520466381744,29.7,40.9,8.300090078496975
36033,0,rural,491.29,7.93918427861275,Has State,6.5,45682,7.303769469128399,30.7,42.1,10.76503591841015
36035,0,rural,448.83,2.5443110348770723,Has State,6.4,46543,7.771195722334623,32.8,43.2,12.76917754907896
36037,0,rural,725.22,3.414812302715676,Has Both,5,53771,8.661686096329511,29.7,38.8,9.727864412702573
36039,0,rural,434.2,7.7198135495817635,Has State,5.6,48144,7.703224864317415,35.8,44.9,10.269224568757053
36041,0,rural,352.61,1.304654442877292,No Prison,6.7,47997,6.663315350982419,23.8,43.4,6.156966103039491
36043,0,small/mid,497.62,1.4503625906476618,No Prison,6.2,49504,7.851010376890268,28.1,39.5,9.307393612806086
36045,0,small/mid,348.58,7.538942412821734,Has State,6.6,50179,7.973984733623334,28.8,42.7,12.380492737635596
36047,0,NA,NA,NA,Has Federal,5.9,51026,11.169784233809706,32.9,50,12.928698870019163
36049,0,rural,354.9,1.0123341866418432,No Prison,6.9,50846,7.290489048555169,31.1,40,7.13125112836252
36051,0,suburban,397.28,3.552967201643304,Has State,5.3,53945,8.312052510971402,33.9,39.4,7.648825295884119
36053,0,small/mid,243.26,2.3666199389791376,Has State,5.7,58094,8.152209172437892,27.4,41.5,9.962644895444217
36055,0,urban,642.2,15.229570934771536,Has State,5.1,54204,9.230416405374449,33.4,44.6,10.704557580522872
36057,0,rural,512.28,2.3959526536846125,No Prison,6.6,44414,8.035276418890554,31.5,40.6,11.295546558704453
36059,0,suburban,185.72,12.352034330739896,No Prison,4.2,101568,9.547490490581993,33.7,45.1,5.7162015689012184
36061,0,urban,383.66,22.99280087476059,No Prison,4.9,75136,11.69235463150053,28.5,60.1,7.06082009078275
36063,0,suburban,465.7,7.526365564280392,No Prison,6.2,48517,9.656039755087576,30.6,42.4,10.062006441334571
36065,0,small/mid,679.66,6.89553774902595,Has State,5.3,47390,8.279612573812816,30.6,43.7,10.62201681945602
36067,0,small/mid,607.43,11.525738494573734,No Prison,4.9,57114,8.824548184446318,30.1,44.8,10.493864607748518
36069,0,suburban,752.94,2.622599475480105,No Prison,4.7,58085,8.570980526167755,30.6,41.8,10.09113463853202
36071,0,suburban,406.7,11.048420644504667,Has State,4.7,71162,8.692833201873704,35.6,40,9.107966729482097
36073,0,suburban,520.57,7.478279600775473,Has State,6.4,48126,8.617215590208165,32.8,39.8,9.841920761955155
36075,0,small/mid,456.12,1.1841926352612517,No Prison,7.2,49391,8.378004606529844,32.2,40.7,10.096788861702358
36077,0,rural,292.33,2.5278207679268925,No Prison,5.4,47942,7.490324584115082,33.2,41.1,8.36483743881571
36079,0,suburban,134.95,2.966038855109002,No Prison,4.3,90497,9.00256366991635,33.5,38.7,5.5351654581804075
36083,0,small/mid,401.22,7.016797788645546,No Prison,4.6,60117,8.592893912500626,29.6,40.3,9.323166806951528
36085,0,NA,NA,NA,Has State,5.8,71058,10.76223964315483,32.2,42.9,9.0016800245681
36087,0,suburban,189.09,13.145046721491887,No Prison,4.5,84249,9.374370426055492,37.6,44,5.691291522380403
36089,0,rural,416.38,3.3148125616795774,Has State,7.3,42811,8.07301243582902,32.8,41,10.935477446977995
36091,0,small/mid,201.47,2.0001196880132457,Has State,4.1,75029,8.834624611121221,26.2,40,7.384197483797179
36093,0,small/mid,749.06,11.377028285700279,No Prison,4.7,59432,8.837559566254063,32.5,42.9,10.376027797846355
36095,0,small/mid,199.03,1.9417475728155338,Has State,5.8,50588,7.283556118373855,28.8,39.4,9.345112660074566
36097,0,rural,376.2,1.4107387140902874,Has State,6.6,49664,8.201084729915548,26.6,39.8,10.182488858713441
36099,0,rural,323.13,6.873062311689446,Has State,5.2,49813,8.572631387327933,30.5,39.4,11.600067442252572
36101,0,rural,457.35,1.9144668217925056,No Prison,6.3,47352,8.033094227109261,26.5,42.7,9.617458279845957
36103,0,suburban,213.32,7.92331895110445,No Prison,4.7,87634,8.752392812768367,35.7,41.6,7.047252859285891
36105,0,rural,797.23,9.754238510186845,Has State,5.4,49161,7.596251084988362,31.8,42.8,10.419029940531436
36107,0,small/mid,247.86,1.09628217349857,No Prison,5.5,57541,8.412681000156658,28.2,39.1,8.901371388087647
36109,0,small/mid,222.17,4.598074499460808,No Prison,4.4,55839,8.395224563217486,34.1,46.9,5.835607641676032
36111,0,small/mid,530.12,7.010801139752171,Has State,4.8,58328,8.227313305326657,35.5,43,7.555440205323413
36113,0,small/mid,861.82,1.4805007221954742,No Prison,5.5,54492,8.129929361065448,31.9,42.1,10.037788458010786
36115,0,small/mid,572.8,4.322710613820053,Has State,5,51188,8.389559171547189,31.5,38.1,8.673961346581143
36117,0,suburban,353.76,3.24113068966679,Has State,5.3,51273,8.68010210082802,31,39.6,10.096486135301761
36119,0,suburban,205.36,14.85545334049907,Has State,4.5,85688,10.107583573710281,33.2,53.5,7.762440151497106
36121,0,rural,499.61,8.025836842480908,Has State,5.6,52796,8.290472353535113,27.7,36.9,8.414795244385733
36123,0,suburban,317.74,1.3662938485002543,No Prison,5,46392,8.128817592284328,30.2,43.3,9.701010970101096
37001,29.06682416469794,small/mid,682.41,20.241242240889775,No Prison,5.3,41566,9.69017096545611,31.5,42.3,12.173191068400227
37003,10.14613085353703,small/mid,434.07,6.730161405874668,Has State,4.9,41092,9.789316664748473,30.3,43.5,7.676953784738216
37005,5.738161559888579,rural,585.52,1.7873651771956858,No Prison,6.1,36113,8.518428045351884,31.1,47.6,5.854617403947665
37007,50.870901639344254,rural,588.03,51.76408942710759,Has State,6.5,35307,9.710062958537772,31,43.9,10.165926618368777
37009,4.914529914529915,rural,624.24,1.0893512851897185,No Prison,6,35238,8.444297591608548,35.4,44,7.240915208613728
37013,39.80766626032778,rural,1118.41,26.32419853426418,No Prison,6.6,41725,9.127483428379119,30.5,44.6,8.218743389041675
37015,57.197763801537384,rural,379.39,64.0185143030579,Has State,7.2,31967,8.726985232231995,33.8,48.4,12.851321699714102
37017,44.41017090454356,rural,582.7,35.288085027037106,Has State,7.9,33882,9.661282833571962,35.2,44.9,10.459563141000547
37019,43.19533666428742,small/mid,467.42,12.60066452666554,No Prison,7.3,48831,8.79770206130183,33.9,44.6,7.93572019378471
37021,15.27580211790738,small/mid,598.74,6.747063733020455,Has State,4.3,45094,9.554273831058579,30.8,46.1,7.757410794028835
37023,25.668507091046877,small/mid,537.06,7.554688969846238,Has State,5.6,42711,9.782971998040102,29.3,43.4,10.002053207403279
37025,28.82609520197231,suburban,571.52,17.434899266405075,Has State,5.2,57881,10.306322471927622,28.2,41.8,9.361509888565404
37027,14.512471655328799,small/mid,501.08,5.165828385584086,Has State,6.2,39636,9.651722220467192,31.7,42.4,7.985305491105955
